,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
34602,66699,2013-03-22,government of tanzania,1112.0,government,37.60222734,-3.32378007,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.02076094226594755,0.29939539491129785
28966,22465,2013-11-03,government of tanzania,664.0,government,37.9541359,-4.13333901,0,pangani,kilimanjaro,3,3,same,120.0,True,water authority,True,1967.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0045150791023493946,0.2981856427042384
48121,41682,2013-08-03,government of tanzania,541.0,government,38.0433501,-4.27036412,0,pangani,kilimanjaro,3,3,same,120.0,True,water authority,True,1967.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.00339090276907632,0.29661690052689405
5426,64953,2013-01-24,fini water,373.0,fini water,38.66569532,-10.27218934,0,ruvuma / southern coast,lindi,8,3,nachingwea,245.0,True,vwc,False,1988.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.09583583164970824,0.29626804246825234
50507,34197,2013-08-03,government of tanzania,540.0,government,38.04604825,-4.26935154,0,pangani,kilimanjaro,3,3,same,240.0,True,water authority,True,1967.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.000525491313347314,0.2952328857945924
29315,43250,2011-08-12,rc/dwe,836.0,dwe,31.43423914,-7.50250084,0,lake rukwa,rukwa,15,2,sumbawanga rural,4000.0,True,vwc,True,1988.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.03582984793158379,0.29434576816298313
34083,2412,2013-01-30,government of tanzania,1192.0,government,30.0112047,-4.82377756,0,lake tanganyika,kigoma,16,2,kasulu,2500.0,True,water authority,True,1976.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0047459924662598945,0.2937593403746724
16013,64101,2013-03-21,government of tanzania,1116.0,community,36.98372721,-3.29304479,0,pangani,arusha,2,7,meru,120.0,True,vwc,True,1968.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.005756734821545863,0.29362901439231276
465,66553,2013-03-22,government of tanzania,1153.0,government,37.6026059,-3.31909706,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.01606317055790946,0.2928398462844401
55949,14311,2013-02-21,government of tanzania,1748.0,dwe,35.26152648,-4.27576474,0,internal,manyara,21,1,babati,1200.0,True,vwc,True,1973.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.010831904532685132,0.2927956153795823
43089,54788,2011-03-27,w.d & i.,567.0,rwe,37.5433506,-6.96355665,0,wami / ruvu,morogoro,5,6,mvomero,90.0,True,vwc,True,1968.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.00526331956704804,0.29228683605623623
48859,28977,2011-03-24,w.d & i.,567.0,rwe,37.5433506,-6.96355665,0,wami / ruvu,morogoro,5,6,mvomero,90.0,True,vwc,True,1968.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.00526331956704804,0.29228683605623623
12540,52983,2013-06-03,government of tanzania,1191.0,rwe,36.89482486,-3.36030885,0,pangani,arusha,2,7,meru,87.0,True,vwc,True,1968.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.003180616639241915,0.2893151453998614
10667,47183,2013-03-15,government of tanzania,1416.0,dwe,37.34903523,-3.24369846,0,pangani,kilimanjaro,3,4,moshi rural,50.0,True,vwc,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.021104629780134,0.28836398835837823
5877,7951,2013-03-15,government of tanzania,1456.0,dwe,37.34811004,-3.23877995,0,pangani,kilimanjaro,3,4,moshi rural,50.0,True,vwc,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.020949662026777817,0.28814773718529907
50643,67767,2013-03-27,government of tanzania,1737.0,dwe,36.58921539,-3.24989696,0,pangani,arusha,2,2,arusha rural,200.0,True,vwc,True,1970.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair,0.009359833265288369,0.2878214081316119
10135,52494,2013-01-24,government of tanzania,5.0,dwe,39.03331019,-8.78010071,0,ruvuma / southern coast,lindi,80,13,kilwa,453.0,True,,True,1987.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.08174645304571286,0.28742808463257574
13566,19779,2011-03-23,government of tanzania,1409.0,dwe,38.47431802,-4.843687999999999,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.007436642326346798,0.2870911865009211
30322,53299,2013-06-03,government of tanzania,1233.0,rwe,36.90283827,-3.35376566,0,pangani,arusha,2,7,meru,79.0,True,vwc,True,1968.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0012360963565133407,0.2864273434011257
14447,39144,2013-03-21,government of tanzania,1592.0,dwe,36.72744396,-3.12180597,0,internal,arusha,2,2,arusha rural,150.0,True,vwc,True,1970.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.008758677989951839,0.28589312466662903
333,30085,2011-03-23,government of tanzania,1394.0,dwe,38.47383457,-4.857017400000001,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0064972233563666704,0.28578026568112896
45838,71957,2013-03-18,government of tanzania,1816.0,dwe,37.47209721,-3.24933373,0,pangani,kilimanjaro,3,4,moshi rural,80.0,True,other,True,1972.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,other,other,functional needs repair,0.018525460738452224,0.28541850075077757
13429,57910,2013-03-18,government of tanzania,1722.0,dwe,37.47546497,-3.25779147,0,pangani,kilimanjaro,3,4,moshi rural,,False,other,True,1972.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,other,other,functional needs repair,0.0146661473008294,0.28465396378131175
772,8637,2013-03-04,government of tanzania,1358.0,government,37.58199037,-3.29465682,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.010164156525028452,0.28460801303530636
33817,62943,2013-03-18,government of tanzania,1770.0,dwe,37.47313288,-3.25449441,0,pangani,kilimanjaro,3,4,moshi rural,40.0,False,other,True,1972.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,other,other,functional needs repair,0.018555063632455772,0.28458829372392663
14072,4499,2011-02-27,tanza,372.0,dwe,37.77440456,-7.08138473,0,wami / ruvu,morogoro,5,2,morogoro rural,300.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0009159799195397639,0.284506455335498
7978,17644,2013-02-21,government of tanzania,1798.0,dwe,35.29224023,-4.27316266,0,internal,manyara,21,1,babati,400.0,True,vwc,True,1973.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.01698710921283727,0.2839546190804752
13199,73476,2013-01-29,government of tanzania,1254.0,government,30.02488472,-4.81854061,0,lake tanganyika,kigoma,16,2,kasulu,2100.0,True,water authority,True,1976.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0039382998663892695,0.2839170717578728
17279,22047,2013-03-28,government of tanzania,1597.0,dwe,36.61812505,-3.28334777,0,pangani,arusha,2,2,arusha rural,200.0,True,vwc,True,1970.0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,functional needs repair,0.006352373113670156,0.2836246202729052
55091,56513,2011-03-23,government of tanzania,1216.0,dwe,38.46733469,-4.8615907,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004688881602305756,0.2832567985908828
29781,52892,2013-03-15,government of tanzania,1453.0,dwe,37.35656685,-3.24310348,0,pangani,kilimanjaro,3,4,moshi rural,40.0,True,vwc,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair,0.017448064941937843,0.2830435222457509
81,1574,2011-03-23,government of tanzania,1237.0,dwe,38.46742948,-4.8647269,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004135769220060545,0.28248495284288244
46506,74168,2013-02-02,danida,458.0,danida,37.45572018,-11.21607207,0,ruvuma / southern coast,ruvuma,10,1,tunduru,1523.0,True,vwc,False,1986.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.056659291241366115,0.2820223532928117
203,14359,2011-03-26,government of tanzania,1371.0,dwe,38.52077442,-4.7781112,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.017317489350140356,0.2820115805978495
1283,9937,2011-02-27,unice,356.0,rwe,37.77488641,-7.07858148,0,wami / ruvu,morogoro,5,2,morogoro rural,200.0,True,vwc,True,1969.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0006409099441452272,0.2819438147727147
6407,74245,2013-03-04,government of tanzania,1420.0,government,37.58189047,-3.28491175,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.008109206307207111,0.28174041390194493
10039,9537,2013-02-21,government of tanzania,1795.0,dwe,35.29404068,-4.25834369,0,internal,manyara,21,1,babati,500.0,True,vwc,True,1973.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.013815299322072264,0.28170727951270375
24485,42939,2013-01-24,district council,307.0,district water department,39.11865665,-9.9242341,0,ruvuma / southern coast,lindi,80,53,ruangwa,600.0,True,wua,True,1975.0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.021101795706990625,0.2814754630285628
48565,7519,2013-03-04,government of tanzania,1379.0,government,37.579911200000005,-3.28972656,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.007710059424840825,0.28118342072321434
8994,62420,2013-03-25,district council,1228.0,district water depar,35.6004568,-2.51386778,0,internal,arusha,2,5,ngorongoro,1185.0,True,vwc,True,1973.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.0026329848598317,0.2810275389597272
4765,47412,2011-07-24,ridep,1208.0,rwe,32.9410728,-1.99858708,0,lake victoria,mwanza,19,1,ukerewe,800.0,True,,True,1974.0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair,0.012996857920359716,0.28081224470075156
4750,65644,2011-03-26,government of tanzania,533.0,rwe,37.54119778,-6.93307285,0,wami / ruvu,morogoro,5,6,mvomero,90.0,True,vwc,True,1970.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.005669354314252872,0.2802748246169431
15540,52822,2013-03-15,government of tanzania,1339.0,dwe,37.35057639,-3.25500056,0,pangani,kilimanjaro,3,4,moshi rural,60.0,False,vwc,True,1972.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair,0.014801301449478513,0.27978583017749264
48301,73295,2013-01-04,government of tanzania,1461.0,government,37.5524124,-3.27769958,0,pangani,kilimanjaro,3,4,moshi rural,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.006264151836122372,0.27916571571392923
50496,17747,2013-02-17,government of tanzania,1750.0,government,37.56331501,-3.24981319,0,pangani,kilimanjaro,3,4,rombo,1.0,True,wua,True,1970.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.006228072763741365,0.27911536884138943
